1,1,1,1,1,1,0,8, 8,8,2,2,2,1,1,8,2,2,2,1,1,1,3,0,-1,4,1,0,0,-1,3,1,7,0,-1,3,1,2,0,-1,2,1,5,0,-1,2,1,4,0,-1,4,1,1,0,-1,3,1,6,0,-1,3,1,0,1,-1,3,1,1,1,-1,2,1,2,1,-1,4,1,3,1,-1,1,1,4,1,-1,1,1,5,1,-1,5,1,6,1,-1,2,1,7,1,-1,3,1,3,7,-1,4,1,0,7,-1,3,1,7,7,-1,3,1,2,7,-1,2,1,5,7,-1,2,1,4,7,-1,4,1,1,7,-1,3,1,6,7,-1,3,1,0,6,-1,3,1,1,6,-1,2,1,2,6,-1,4,1,3,6,-1,1,1,4,6,-1,1,1,5,6,-1,5,1,6,6,-1,2,1,7,6,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,4,2,3,3,3,2,4,1,1,5,2,3,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,3,2,4,1,1,5,2,3,3,3,2,4,4,2,3,3,0.31
0,1,1,1,1,1,1,2,2,8,2,2,2,1,1,8,2,2,2,1,1,1,3,0,-1,4,1,0,0,-1,3,1,7,0,-1,3,1,2,0,-1,2,1,5,0,-1,2,1,4,0,-1,4,1,1,0,-1,3,1,6,0,-1,3,1,0,1,-1,3,1,1,1,-1,2,1,2,3,-1,-1,1,3,1,-1,1,1,4,1,-1,1,1,5,1,-1,5,1,6,1,-1,2,1,7,1,-1,3,1,3,7,-1,4,1,0,7,-1,3,1,7,7,-1,3,1,2,7,-1,2,1,5,7,-1,2,1,4,7,-1,4,1,1,7,-1,3,1,6,7,-1,3,1,0,6,-1,3,1,1,6,-1,2,1,2,6,-1,4,1,3,6,-1,1,1,4,6,-1,1,1,5,6,-1,5,1,6,6,-1,2,1,7,6,-1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,4,2,3,3,3,2,4,1,1,5,2,3,0,0,0,0,0,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,3,2,4,1,1,5,2,3,3,3,2,4,4,2,3,3,0.08
1,1,1,1,1,2,0,8, 8,8,2,2,2,1,1,8,2,2,2,1,1,1,3,0,-1,4,1,0,0,-1,3,1,7,0,-1,3,1,2,0,-1,2,1,5,0,-1,2,1,4,0,-1,4,1,1,0,-1,3,1,6,0,-1,3,1,0,1,-1,3,1,1,1,-1,2,1,2,3,-1,-1,1,3,1,-1,1,1,4,1,-1,1,1,5,1,-1,5,1,6,1,-1,2,1,7,1,-1,3,1,3,7,-1,4,1,0,7,-1,3,1,7,7,-1,3,1,2,7,-1,2,1,5,7,-1,2,1,4,7,-1,1,1,1,7,-1,3,1,5,5,-1,0,1,0,6,-1,3,1,1,6,-1,2,1,2,6,-1,4,1,3,6,-1,1,1,4,6,-1,2,1,5,6,-1,5,1,6,6,-1,2,1,7,6,-1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,4,4,2,3,3,3,2,4,1,1,5,2,3,0,0,0,0,0,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,3,2,4,1,2,5,2,1,3,3,2,4,1,2,1,3,0.3
0,1,1,1,1,2,1,8, 8,8,2,2,2,1,1,8,2,2,2,1,1,1,3,0,-1,4,1,0,0,-1,3,1,7,0,-1,3,1,2,0,-1,2,1,5,0,-1,2,1,4,0,-1,1,1,1,0,-1,3,1,5,2,-1,0,1,0,1,-1,3,1,1,1,-1,2,1,2,3,-1,-1,1,3,1,-1,1,1,4,1,-1,2,1,5,1,-1,5,1,6,1,-1,2,1,7,1,-1,1,1,3,7,-1,4,1,0,7,-1,3,1,7,7,-1,3,1,2,7,-1,2,1,5,7,-1,2,1,4,7,-1,1,1,1,7,-1,3,1,5,5,-1,0,1,0,6,-1,3,1,1,6,-1,2,1,2,6,-1,4,1,3,6,-1,1,1,4,6,-1,2,1,5,6,-1,5,1,6,6,-1,2,1,7,6,-1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,4,1,2,1,3,3,2,4,1,2,5,2,1,0,0,0,0,0,0,0,0,4,-1,-1,1,-1,-1,-1,1,-1,0,-1,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,3,2,4,1,2,5,2,1,3,3,2,4,1,2,1,3,0.1
1,1,1,1,1,3,0,8, 8,8,2,2,2,1,1,8,2,2,2,1,1,1,3,0,-1,4,1,0,0,-1,3,1,7,0,-1,3,1,2,0,-1,2,1,5,0,-1,2,1,4,0,-1,1,1,1,0,-1,3,1,5,2,-1,0,1,0,1,-1,3,1,1,1,-1,2,1,2,3,-1,-1,1,3,1,-1,1,1,4,1,-1,2,1,5,1,-1,5,1,6,1,-1,2,1,7,1,-1,1,1,3,7,-1,4,1,0,7,-1,3,1,7,7,-1,3,1,2,7,-1,2,1,5,7,-1,2,1,4,7,-1,1,1,1,7,-1,3,1,5,5,-1,0,1,0,5,-1,0,1,1,6,-1,2,1,2,6,-1,4,1,3,6,-1,1,1,4,6,-1,2,1,5,6,-1,5,1,6,6,-1,2,1,7,6,-1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,4,1,2,1,3,3,2,4,1,2,5,2,1,0,0,0,0,0,0,0,0,4,-1,-1,1,-1,-1,-1,1,-1,0,-1,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,3,2,4,1,2,5,2,1,3,3,2,4,1,2,1,3,0.38
0,1,1,1,1,3,1,8, 8,8,2,2,2,1,1,8,2,2,2,1,1,1,3,0,-1,1,1,0,0,-1,3,1,7,0,-1,3,1,2,0,-1,2,1,5,0,-1,2,1,4,0,-1,1,1,2,2,-1,0,1,5,2,-1,0,1,0,1,-1,1,1,1,1,-1,2,1,2,3,-1,-1,1,3,1,-1,1,1,4,1,-1,1,1,5,1,-1,5,1,6,1,-1,2,1,7,1,-1,1,1,3,7,-1,4,1,0,7,-1,3,1,7,7,-1,3,1,2,7,-1,2,1,5,7,-1,2,1,4,7,-1,1,1,1,7,-1,3,1,5,5,-1,0,1,0,5,-1,0,1,1,6,-1,2,1,2,6,-1,4,1,3,6,-1,1,1,4,6,-1,2,1,5,6,-1,5,1,6,6,-1,2,1,7,6,-1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,2,1,1,2,1,3,1,2,4,1,1,5,2,1,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,1,-1,0,-1,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,3,2,4,1,2,5,2,1,3,3,2,4,1,2,1,3,0.39
1,1,1,1,1,4,0,1,5,8,2,2,2,1,1,8,2,2,2,1,1,1,3,0,-1,1,1,0,0,-1,3,1,7,0,-1,3,1,2,0,-1,2,1,5,0,-1,2,1,4,0,-1,1,1,2,2,-1,0,1,5,2,-1,0,1,0,1,-1,1,1,1,1,-1,2,1,2,3,0,-1,1,3,1,-1,1,1,4,1,-1,1,1,5,1,-1,5,1,6,1,-1,2,1,7,1,-1,1,1,3,7,-1,4,1,0,7,-1,3,1,7,7,-1,3,1,2,7,-1,2,1,5,7,-1,2,1,4,7,-1,1,1,1,7,-1,3,1,5,5,-1,0,1,0,5,-1,1,1,1,4,0,0,1,2,6,-1,4,1,3,6,-1,1,1,4,6,-1,2,1,5,6,-1,5,1,6,6,-1,2,1,7,6,-1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,1,2,1,1,2,1,3,1,2,4,1,1,5,2,1,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,1,-1,0,-1,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,1,1,0,0,0,0,0,0,0,3,2,4,1,2,5,2,1,3,3,2,4,1,2,1,3,0.47
0,1,1,1,1,4,1,8, 8,8,2,2,2,1,1,7,2,2,2,1,1,1,3,0,-1,1,1,0,0,-1,3,1,7,0,-1,3,1,2,0,-1,2,1,5,0,-1,2,1,4,0,-1,1,1,2,2,-1,0,1,5,2,-1,0,1,0,1,-1,1,1,1,1,-1,2,1,1,4,0,1,1,3,1,-1,1,1,4,1,-1,1,1,5,1,-1,5,1,6,1,-1,2,1,7,1,-1,1,1,3,7,-1,4,1,0,7,-1,3,1,7,7,-1,3,1,2,7,-1,2,1,5,7,-1,2,1,4,7,-1,1,1,1,7,-1,3,1,5,5,-1,0,1,0,5,0,1,0,8, 8,0,0,1,2,6,-1,4,1,3,6,-1,1,1,4,6,-1,2,1,5,6,-1,5,1,6,6,-1,2,1,7,6,-1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,1,2,1,1,2,1,3,1,2,4,1,1,5,2,1,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,-1,-1,1,1,0,0,0,0,0,0,0,3,2,4,1,2,5,2,1,3,3,2,4,1,2,1,3,0.37
1,1,1,1,1,5,0,8, 8,7,2,2,2,1,1,7,2,2,2,1,1,1,3,0,-1,1,1,0,0,-1,3,1,7,0,-1,3,1,2,0,-1,2,1,5,0,-1,2,1,4,0,-1,1,1,2,2,-1,0,1,5,2,-1,0,1,0,1,3,1,1,1,1,-1,2,0,8, 8,0,0,1,3,1,-1,1,1,4,1,-1,1,1,5,1,-1,5,1,6,1,-1,2,1,7,1,-1,1,1,3,7,-1,4,1,0,7,-1,3,1,7,7,-1,3,1,2,7,-1,2,1,5,7,-1,2,1,4,7,-1,1,1,1,7,-1,3,1,5,5,-1,0,1,1,4,1,-1,0,8, 8,0,0,1,2,6,-1,4,1,3,6,-1,1,1,4,6,-1,2,1,5,6,-1,5,1,6,6,-1,2,1,7,6,-1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,2,0,0,0,0,0,0,0,3,1,2,1,1,2,1,3,1,2,4,1,1,5,2,1,0,0,0,0,0,0,0,0,1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,1,-1,1,-1,3,-1,-1,1,-1,-1,-1,1,1,0,0,0,0,0,0,0,3,2,4,1,2,5,2,1,3,3,2,4,1,2,1,3,0.37
0,1,1,1,1,5,1,8, 8,7,2,2,2,1,1,6,2,2,2,1,1,1,3,0,-1,4,1,0,0,-1,3,1,7,0,-1,3,1,2,0,-1,2,1,5,0,-1,2,1,4,0,-1,1,1,1,4,-1,-1,1,5,2,-1,0,1,0,1,3,3,1,1,1,-1,2,0,8, 8,0,0,1,3,1,-1,1,1,4,1,-1,2,1,5,1,-1,5,1,6,1,-1,2,1,7,1,-1,1,1,3,7,-1,4,1,0,7,-1,3,1,7,7,-1,3,1,2,7,-1,2,1,5,7,-1,2,1,4,7,-1,1,1,1,7,-1,3,1,5,5,-1,0,0,8, 8,0,0,0,8, 8,0,0,1,2,6,1,4,1,3,6,-1,1,1,4,6,-1,2,1,5,6,-1,5,1,6,6,-1,2,1,7,6,-1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,2,0,0,0,0,0,0,0,3,3,2,4,1,2,1,3,3,2,4,1,2,5,2,1,0,0,0,0,0,0,0,0,4,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,1,-1,1,-1,3,-1,-1,1,-1,-1,-1,1,1,0,0,0,0,0,0,0,3,2,4,1,2,5,2,1,3,3,2,4,1,2,1,3,0.22
